barra_mnemotecnico	barra_referencia_mnemotecnico	fecha	hora	costo_en_dolares	costo_en_pesos	nombre
BA01T035SE003T030	BA02T002SE032T002	2021-01-02	16	28,19	20,04986	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-02	17	27,19	19,33862	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-02	18	27,32	19,43108	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-02	19	26,28	18,69139	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-02	20	34,94	24,85073	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-02	21	37,03	26,33722	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-02	22	37,03	26,33722	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-02	23	36,78	26,15941	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-02	24	34,57	24,58757	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	1	35,72	25,40549	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	2	34,31	24,40264	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	3	34,31	24,40264	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	4	35,14	24,99297	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	5	35,72	25,40549	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	6	35,72	25,40549	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	7	35,72	25,40549	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	8	31,04	22,07689	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	9	18,55	13,1935	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	10	1,08	0,76814	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	11	1,08	0,76814	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	12	22,36	15,90333	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	13	26,11	18,57048	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	14	26,24	18,66294	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	15	26,65	18,95455	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	16	26,45	18,8123	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	17	11,9	8,46376	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	18	1,08	0,76814	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	19	15,98	11,36562	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	20	34,94	24,85073	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	21	59,13	42,05562	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	22	56,03	39,85078	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	23	67,12	47,73843	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-03	24	41,15	29,26753	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	1	36,55	25,99582	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	2	35,98	25,59042	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	3	35,58	25,30592	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	4	35,58	25,30592	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	5	35,32	25,121	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	6	34,28	24,38131	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	7	36,54	25,98871	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	8	37,72	26,82797	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	9	30,92	21,99154	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	10	30,91	21,98443	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	11	31,92	22,70278	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	12	31,95	22,72412	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	13	31,96	22,73123	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	14	31,97	22,73834	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	15	31,97	22,73834	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	16	32,16	22,87348	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	17	31,8	22,61743	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	18	30,69	21,82796	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	19	34,94	24,85073	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	20	38,84	27,62456	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	21	58,06	41,29459	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	22	66,3	47,15521	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	23	68,62	48,80529	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-04	24	51,97	36,96314	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	1	66,4	47,20708	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	2	66,4	47,20708	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	3	44,36	31,53774	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	4	42,84	30,4571	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	5	42,84	30,4571	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	6	51,2	36,40064	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	7	66,4	47,20708	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	8	59,37	42,2091	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	9	37,03	26,32648	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	10	38,96	27,69861	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	11	39,39	28,00432	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	12	39,98	28,42378	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	13	36,64	26,04921	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	14	39,87	28,34558	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	15	40,37	28,70105	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	16	40,37	28,70105	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	17	37,29	26,51133	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	18	31,39	22,31672	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	19	30,39	21,60577	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	20	38,58	27,42845	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	21	41,17	29,26981	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	22	60,63	43,1049	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	23	69,0	49,05555	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-05	24	66,61	47,35638	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	1	62,4	43,86283	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	2	60,92	42,8225	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	3	44,05	30,96407	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	4	34,95	24,5674	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	5	37,22	26,16305	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	6	37,65	26,46531	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	7	37,96	26,68322	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	8	39,88	28,03285	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	9	35,36	24,8556	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	10	35,36	24,8556	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	11	35,36	24,8556	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	12	37,24	26,17711	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	13	42,42	29,81829	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	14	42,42	29,81829	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	15	34,66	24,36355	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	16	32,55	22,88037	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	17	32,79	23,04907	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	18	31,56	22,18447	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	19	31,8	22,35317	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	20	37,46	26,33176	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	21	77,24	54,29431	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	22	119,61	84,07746	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	23	119,61	84,07746	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-06	24	98,1	68,95743	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	1	70,84	49,75022	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	2	65,92	46,29496	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	3	62,98	44,23022	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	4	45,05	31,63816	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	5	35,86	25,18412	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	6	36,74	25,80213	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	7	55,7	39,11755	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	8	51,69	36,30137	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	9	35,77	25,12091	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	10	34,4	24,15878	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	11	30,84	21,65862	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	12	31,44	22,08	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	13	33,34	23,41435	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	14	33,34	23,41435	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	15	35,36	24,83297	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	16	41,82	29,36977	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	17	41,82	29,36977	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	18	37,6	26,4061	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	19	33,99	23,87084	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	20	37,44	26,29374	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	21	39,73	27,90198	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	22	59,14	41,53343	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	23	61,98	43,52793	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-07	24	63,24	44,41282	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	1	63,1	43,92896	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	2	55,41	38,57533	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	3	47,87	33,32614	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	4	39,45	27,4643	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	5	35,57	24,76312	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	6	35,66	24,82578	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	7	35,78	24,90932	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	8	36,34	25,29918	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	9	32,31	22,49358	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	10	32,31	22,49358	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	11	34,86	24,26883	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	12	35,76	24,8954	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	13	35,76	24,8954	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	14	35,76	24,8954	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	15	38,17	26,57319	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	16	40,02	27,86112	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	17	34,34	23,90682	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	18	32,88	22,8904	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	19	32,97	22,95305	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	20	50,99	35,49822	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	21	76,55	53,29258	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	22	76,55	53,29258	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	23	72,2	50,2642	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-08	24	71,21	49,57498	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	1	73,04	51,85767	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	2	71,67	50,88498	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	3	71,67	50,88498	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	4	71,67	50,88498	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	5	68,57	48,68401	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	6	40,17	28,5203	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	7	37,73	26,78792	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	8	39,34	27,93101	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	9	31,94	22,67708	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	10	30,95	21,97419	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	11	28,23	20,04302	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	12	27,84	19,76612	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	13	27,84	19,76612	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	14	27,84	19,76612	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	15	28,26	20,06432	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	16	27,65	19,63122	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	17	27,44	19,48213	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	18	28,59	20,29861	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	19	33,54	23,81306	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	20	37,86	26,88022	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	21	59,46	42,21601	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	22	68,39	48,55622	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	23	68,18	48,40712	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-09	24	67,44	47,88173	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	1	56,02	39,77364	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	2	59,62	42,3296	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	3	43,87	31,14726	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	4	35,58	25,26144	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	5	34,82	24,72185	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	6	34,82	24,72185	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	7	34,64	24,59405	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	8	33,65	23,89116	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	9	27,16	19,28333	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	10	27,07	19,21943	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	11	27,07	19,21943	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	12	22,56	16,01737	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	13	0,2	0,142	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	14	1,19	0,84489	BA S/E CUMBRE 220 KV BP1
BA01T035SE003T030	BA02T002SE032T002	2021-01-10	15	1,19	0,84489	BA S/E CUMBRE 220 KV BP1
