"Time stamp","System power generated | (kW)","AC inverter output power | (W)","DC inverter input power | (W)","Module temperature | (C)","Plane of array irradiance | (W/m2)","Weather file ambient temperature | (C)","Weather file beam irradiance | (W/m2)","Weather file diffuse irradiance | (W/m2)","Weather file global horizontal irradiance | (W/m2)"
"Jul 8, 12:00 pm",318.094,318094,331192,34.0412,411.384,25.4,191.3,286.2,409.5
"Jul 8, 01:00 pm",324.727,324727,338033,34.9717,423.403,26.9,199.3,291.6,423
"Jul 8, 02:00 pm",296.841,296841,309284,35.0284,383.889,27.8,172.8,273.4,380
"Jul 8, 03:00 pm",176.011,176011,185078,31.0435,224.832,27.1,73.1,199.7,237.8
"Jul 8, 04:00 pm",110.598,110598,118083,27.8243,140.856,25.8,25.2,145.8,155.4
"Jul 8, 05:00 pm",47.2497,47249.7,53364.3,24.4106,63.3634,24.1,0,71.3,71.3
"Jul 8, 06:00 pm",0,0,0,20.7,0,20.7,0,0,0
"Jul 8, 07:00 pm",0,0,0,17.9,0,17.9,0,0,0
"Jul 8, 08:00 pm",0,0,0,15.6,0,15.6,0,0,0
"Jul 8, 09:00 pm",0,0,0,13.9,0,13.9,0,0,0
"Jul 8, 10:00 pm",0,0,0,12.8,0,12.8,0,0,0
"Jul 8, 11:00 pm",0,0,0,12.4,0,12.4,0,0,0
"Jul 9, 12:00 am",0,0,0,12.4,0,12.4,0,0,0
"Jul 9, 01:00 am",0,0,0,11.7,0,11.7,0,0,0
"Jul 9, 02:00 am",0,0,0,11,0,11,0,0,0
"Jul 9, 03:00 am",0,0,0,10.3,0,10.3,0,0,0
"Jul 9, 04:00 am",0,0,0,9.4,0,9.4,0,0,0
"Jul 9, 05:00 am",0,0,0,8.6,0,8.6,0,0,0
"Jul 9, 06:00 am",0,0,0,5.9,0,5.9,0,0,0
"Jul 9, 07:00 am",0,0,0,7,0,7,0,0,0
"Jul 9, 08:00 am",136.46,136460,144550,11.4876,166.249,9,461.1,20.2,65.6
"Jul 9, 09:00 am",512.148,512148,532083,30.5771,618.383,12.1,771.9,33.3,259.2
"Jul 9, 10:00 am",203.94,203940,213735,24.2422,251.358,15.8,87.3,204.2,243.9
"Jul 9, 11:00 am",560.655,560655,582543,34.7438,701.9,19.7,924.3,40.7,573.3
"Jul 9, 12:00 pm",536.563,536563,557469,36.7029,680.311,20.5,946.2,41.8,653.1
"Jul 9, 01:00 pm",529.43,529430,550049,37.3766,673.696,22.2,950.3,42,669.8
"Jul 9, 02:00 pm",541.972,541972,563096,38.5934,690.845,23.5,938.6,41.4,621.9
"Jul 9, 03:00 pm",561.831,561830,583767,39.5654,713.605,24.1,906.4,39.6,513.6
"Jul 9, 04:00 pm",550.63,550630,572106,38.4909,688.527,23.5,838.1,36.1,354.8
"Jul 9, 05:00 pm",320.396,320396,333565,31.1658,390.341,22.4,673.4,28.6,163.5
"Jul 9, 06:00 pm",0,0,0,20.2,0,20.2,0,0,0
"Jul 9, 07:00 pm",0,0,0,17.8,0,17.8,0,0,0
"Jul 9, 08:00 pm",0,0,0,15.8,0,15.8,0,0,0
"Jul 9, 09:00 pm",0,0,0,14.4,0,14.4,0,0,0
"Jul 9, 10:00 pm",0,0,0,13.6,0,13.6,0,0,0
"Jul 9, 11:00 pm",0,0,0,13.5,0,13.5,0,0,0
"Jul 10, 12:00 am",0,0,0,13.8,0,13.8,0,0,0
"Jul 10, 01:00 am",0,0,0,13.5,0,13.5,0,0,0
"Jul 10, 02:00 am",0,0,0,13.2,0,13.2,0,0,0
"Jul 10, 03:00 am",0,0,0,12.9,0,12.9,0,0,0
"Jul 10, 04:00 am",0,0,0,12.6,0,12.6,0,0,0
"Jul 10, 05:00 am",0,0,0,12.2,0,12.2,0,0,0
"Jul 10, 06:00 am",0,0,0,9.8,0,9.8,0,0,0
"Jul 10, 07:00 am",0,0,0,11.2,0,11.2,0,0,0
"Jul 10, 08:00 am",137.377,137377,145489,15.6806,169.62,13.3,471.2,20.3,67
"Jul 10, 09:00 am",515.122,515122,535174,32.2185,625.869,16.1,779.6,33.4,262.4
"Jul 10, 10:00 am",553.804,553804,575410,46.1897,718.215,19.5,883.3,38.5,442.1
"Jul 10, 11:00 am",553.244,553244,574827,40.7134,708.919,23.1,931.3,41.2,579.1
"Jul 10, 12:00 pm",532.988,532988,553750,40.9322,687.085,25.6,952.8,42.5,659.6
"Jul 10, 01:00 pm",525.964,525964,546445,41.5774,680.445,27.1,956.9,42.8,676.5
"Jul 10, 02:00 pm",538.869,538869,559867,42.4538,697.464,28,945.1,42.1,628.4
"Jul 10, 03:00 pm",562.018,562018,583962,41.8383,720.351,27.2,912.9,40.3,519.3
"Jul 10, 04:00 pm",552.774,552774,574338,39.9962,695.379,26,844.5,36.7,359.4
"Jul 10, 05:00 pm",324.947,324947,338259,32.1982,397.284,24.2,680.1,29.1,166.5
"Jul 10, 06:00 pm",0,0,0,21.7,0,21.7,0,0,0
"Jul 10, 07:00 pm",0,0,0,18.8,0,18.8,0,0,0
"Jul 10, 08:00 pm",0,0,0,16.3,0,16.3,0,0,0
"Jul 10, 09:00 pm",0,0,0,14.8,0,14.8,0,0,0
"Jul 10, 10:00 pm",0,0,0,14,0,14,0,0,0
"Jul 10, 11:00 pm",0,0,0,13.8,0,13.8,0,0,0
"Jul 11, 12:00 am",0,0,0,12.6,0,12.6,0,0,0
"Jul 11, 01:00 am",0,0,0,12.3,0,12.3,0,0,0
"Jul 11, 02:00 am",0,0,0,11.9,0,11.9,0,0,0
"Jul 11, 03:00 am",0,0,0,11.3,0,11.3,0,0,0
"Jul 11, 04:00 am",0,0,0,10.7,0,10.7,0,0,0
"Jul 11, 05:00 am",0,0,0,10,0,10,0,0,0
"Jul 11, 06:00 am",0,0,0,7.1,0,7.1,0,0,0
"Jul 11, 07:00 am",0,0,0,8.4,0,8.4,0,0,0
"Jul 11, 08:00 am",140.601,140601,148790,12.9834,171.622,10.4,472,20.8,67.9
"Jul 11, 09:00 am",520.487,520487,540750,31.5866,630.889,13.5,782.1,34.3,264.7
"Jul 11, 10:00 am",571.188,571188,593513,40.1634,723.383,17.2,886.2,39.8,445.7
"Jul 11, 11:00 am",564.03,564030,586058,37.5886,714.084,21.1,934,42.7,583.6
"Jul 11, 12:00 pm",540.78,540780,561856,39.1898,692.48,23.4,955.8,44.1,664.7
"Jul 11, 01:00 pm",532.415,532415,553153,40.4787,685.913,25.2,960.2,44.4,682
"Jul 11, 02:00 pm",543.833,543833,565032,42.1149,703.052,26.5,948.7,43.6,633.8
"Jul 11, 03:00 pm",566.362,566362,588486,41.7576,725.811,25.9,916.6,41.6,524.3
"Jul 11, 04:00 pm",556.553,556553,578272,40.1897,700.767,24.8,848.2,37.7,363.4
"Jul 11, 05:00 pm",330.137,330137,343613,32.188,403.453,23.2,684.4,29.8,169.2
"Jul 11, 06:00 pm",0,0,0,21.2,0,21.2,0,0,0
"Jul 11, 07:00 pm",0,0,0,18.6,0,18.6,0,0,0
"Jul 11, 08:00 pm",0,0,0,16.4,0,16.4,0,0,0
"Jul 11, 09:00 pm",0,0,0,14.8,0,14.8,0,0,0
"Jul 11, 10:00 pm",0,0,0,13.8,0,13.8,0,0,0
"Jul 11, 11:00 pm",0,0,0,13.5,0,13.5,0,0,0
"Jul 12, 12:00 am",0,0,0,12.5,0,12.5,0,0,0
"Jul 12, 01:00 am",0,0,0,12.3,0,12.3,0,0,0
"Jul 12, 02:00 am",0,0,0,12.1,0,12.1,0,0,0
"Jul 12, 03:00 am",0,0,0,11.5,0,11.5,0,0,0
"Jul 12, 04:00 am",0,0,0,10.9,0,10.9,0,0,0
"Jul 12, 05:00 am",0,0,0,10.3,0,10.3,0,0,0
"Jul 12, 06:00 am",0,0,0,9.5,0,9.5,0,0,0
"Jul 12, 07:00 am",0,0,0,11,0,11,0,0,0
"Jul 12, 08:00 am",142.954,142954,151200,15.5773,175.758,13.2,483.4,21,69.6
"Jul 12, 09:00 am",528.432,528432,549012,31.5267,640.399,16.1,791.8,34.5,268.7
"Jul 12, 10:00 am",575.411,575411,597912,41.3246,732.155,19.5,895.7,39.9,451.4
"Jul 12, 11:00 am",565.369,565369,587452,40.0245,722.699,23.2,943.8,42.7,590.7
"Jul 12, 12:00 pm",544.147,544147,565359,40.5945,700.726,24.3,965.4,44.1,672.6
"Jul 12, 01:00 pm",536.594,536594,557501,41.5638,694.351,25.8,970.1,44.5,690.4
"Jul 12, 02:00 pm",548.727,548727,570126,42.9133,711.736,26.8,958.7,43.8,642.1
"Jul 12, 03:00 pm",571.415,571415,593750,42.7739,735.366,26.1,927.3,41.9,532
"Jul 12, 04:00 pm",562.547,562548,584513,41.285,711.484,24.9,859.8,38.1,369.8
"Jul 12, 05:00 pm",337.333,337333,351040,33.1415,413.567,23.2,697.1,30.2,173.5
"Jul 12, 06:00 pm",0,0,0,20.7,0,20.7,0,0,0
"Jul 12, 07:00 pm",0,0,0,17.8,0,17.8,0,0,0
"Jul 12, 08:00 pm",0,0,0,15.3,0,15.3,0,0,0
"Jul 12, 09:00 pm",0,0,0,13.7,0,13.7,0,0,0
"Jul 12, 10:00 pm",0,0,0,12.7,0,12.7,0,0,0
"Jul 12, 11:00 pm",0,0,0,12.4,0,12.4,0,0,0
"Jul 13, 12:00 am",0,0,0,10.6,0,10.6,0,0,0
"Jul 13, 01:00 am",0,0,0,10.2,0,10.2,0,0,0
"Jul 13, 02:00 am",0,0,0,9.7,0,9.7,0,0,0
"Jul 13, 03:00 am",0,0,0,9.2,0,9.2,0,0,0
"Jul 13, 04:00 am",0,0,0,8.6,0,8.6,0,0,0
"Jul 13, 05:00 am",0,0,0,7.9,0,7.9,0,0,0
"Jul 13, 06:00 am",0,0,0,7,0,7,0,0,0
"Jul 13, 07:00 am",0,0,0,8,0,8,0,0,0
"Jul 13, 08:00 am",149.353,149353,157755,12.4341,181.078,9.7,494.7,21.7,71.8
"Jul 13, 09:00 am",541.863,541863,562983,30.2327,653.509,12.7,803.9,35.8,274.5
"Jul 13, 10:00 am",592.373,592373,615591,38.5018,745.601,16.1,908.5,41.7,460.3
"Jul 13, 11:00 am",582.703,582703,605511,36.9533,736.151,19.9,956.8,44.9,602
"Jul 13, 12:00 pm",555.665,555665,577347,40.0893,714.26,22.9,978.9,46.5,685.5
"Jul 13, 01:00 pm",548.491,548491,569880,40.5924,707.156,24.5,983,46.8,703.3
"Jul 13, 02:00 pm",561.057,561057,582961,41.679,724.323,25.7,971.2,45.9,654
"Jul 13, 03:00 pm",584.717,584717,607610,41.1266,747.776,25.3,939.4,43.7,542.1
"Jul 13, 04:00 pm",576.938,576938,599504,39.067,723.516,24.3,871.3,39.5,377.3
"Jul 13, 05:00 pm",348.229,348229,362286,31.3493,423.813,22.9,707.9,31.2,178
"Jul 13, 06:00 pm",0,0,0,17.798,2.85977,17.9,114.6,0.5,0.7
"Jul 13, 07:00 pm",0,0,0,15.3,0,15.3,0,0,0
"Jul 13, 08:00 pm",0,0,0,13.1,0,13.1,0,0,0
"Jul 13, 09:00 pm",0,0,0,11.7,0,11.7,0,0,0
"Jul 13, 10:00 pm",0,0,0,10.9,0,10.9,0,0,0
"Jul 13, 11:00 pm",0,0,0,10.8,0,10.8,0,0,0
"Jul 14, 12:00 am",0,0,0,10,0,10,0,0,0
"Jul 14, 01:00 am",0,0,0,9.8,0,9.8,0,0,0
"Jul 14, 02:00 am",0,0,0,9.5,0,9.5,0,0,0
"Jul 14, 03:00 am",0,0,0,9.1,0,9.1,0,0,0
"Jul 14, 04:00 am",0,0,0,8.6,0,8.6,0,0,0
"Jul 14, 05:00 am",0,0,0,8.1,0,8.1,0,0,0
"Jul 14, 06:00 am",0,0,0,6.4,0,6.4,0,0,0
"Jul 14, 07:00 am",0,0,0,7.7,0,7.7,0,0,0
"Jul 14, 08:00 am",152.231,152231,160703,12.3322,184.109,9.7,500.8,21.9,73.2
"Jul 14, 09:00 am",548.873,548873,570277,29.2377,659.522,12.8,808.3,36,276.9
"Jul 14, 10:00 am",591.376,591376,614551,40.372,749.894,16.5,911.9,41.8,463.3
"Jul 14, 11:00 am",581.562,581562,604322,38.6732,739.726,20.4,959.3,44.9,605.1
"Jul 14, 12:00 pm",556.081,556082,577781,40.9497,717.309,23.7,980.7,46.4,688.5
"Jul 14, 01:00 pm",548.192,548192,569569,41.6692,709.87,25.2,984.5,46.6,706
"Jul 14, 02:00 pm",560.31,560310,582184,42.7767,726.612,26.3,972.3,45.7,656.4
"Jul 14, 03:00 pm",583.438,583438,606277,42.2028,749.432,25.8,940.1,43.4,544.1
"Jul 14, 04:00 pm",575.259,575259,597754,40.3441,725.124,24.8,872,39.2,379.1
"Jul 14, 05:00 pm",350.481,350481,364612,32.4431,428.205,23.3,710.9,31,179.7
"Jul 14, 06:00 pm",0,0,0,18.9361,3.66658,18.7,114.6,1,1.4
"Jul 14, 07:00 pm",0,0,0,16.4,0,16.4,0,0,0
"Jul 14, 08:00 pm",0,0,0,14.5,0,14.5,0,0,0
"Jul 14, 09:00 pm",0,0,0,13.1,0,13.1,0,0,0
"Jul 14, 10:00 pm",0,0,0,12.3,0,12.3,0,0,0
"Jul 14, 11:00 pm",0,0,0,12.1,0,12.1,0,0,0
"Jul 15, 12:00 am",0,0,0,11.6,0,11.6,0,0,0
"Jul 15, 01:00 am",0,0,0,11.4,0,11.4,0,0,0
"Jul 15, 02:00 am",0,0,0,11.2,0,11.2,0,0,0
"Jul 15, 03:00 am",0,0,0,11.1,0,11.1,0,0,0
"Jul 15, 04:00 am",0,0,0,11,0,11,0,0,0
"Jul 15, 05:00 am",0,0,0,10.8,0,10.8,0,0,0
"Jul 15, 06:00 am",0,0,0,9.4,0,9.4,0,0,0
"Jul 15, 07:00 am",0,0,0,11,0,11,0,0,0
"Jul 15, 08:00 am",150.239,150239,158663,15.926,183.807,13.4,498.6,21.5,73.1
"Jul 15, 09:00 am",540.046,540046,561092,31.8365,655.325,16.4,801.5,34.8,274.7
"Jul 15, 10:00 am",572.347,572347,594720,46.1583,742.646,19.9,903,40.1,459
"Jul 15, 11:00 am",568.221,568221,590422,42.0321,732.398,23.6,949.8,42.8,599
"Jul 15, 12:00 pm",545.265,545265,566522,43.2012,709.712,26,970.2,44.1,681.2
"Jul 15, 01:00 pm",537.096,537096,558023,44.1902,702.563,27.6,974.2,44.3,698.8
"Jul 15, 02:00 pm",549.009,549009,570419,45.2848,719.182,28.7,962.3,43.6,650
"Jul 15, 03:00 pm",571.632,571632,593975,44.7384,741.781,28.1,930.5,41.6,539.2
"Jul 15, 04:00 pm",564.309,564309,586348,42.9089,718.625,27,863.8,37.9,376.2
"Jul 15, 05:00 pm",346.482,346482,360483,34.8447,427.159,25.4,705.3,30.2,179
"Jul 15, 06:00 pm",0,0,0,21.0818,4.35311,21,110.5,1.5,2.1
"Jul 15, 07:00 pm",0,0,0,18.2,0,18.2,0,0,0
"Jul 15, 08:00 pm",0,0,0,15.8,0,15.8,0,0,0
"Jul 15, 09:00 pm",0,0,0,14.1,0,14.1,0,0,0
"Jul 15, 10:00 pm",0,0,0,13,0,13,0,0,0
"Jul 15, 11:00 pm",0,0,0,12.5,0,12.5,0,0,0
"Jul 16, 12:00 am",0,0,0,11.8,0,11.8,0,0,0
"Jul 16, 01:00 am",0,0,0,11.2,0,11.2,0,0,0
"Jul 16, 02:00 am",0,0,0,10.5,0,10.5,0,0,0
"Jul 16, 03:00 am",0,0,0,9.8,0,9.8,0,0,0
"Jul 16, 04:00 am",0,0,0,9.1,0,9.1,0,0,0
"Jul 16, 05:00 am",0,0,0,8.3,0,8.3,0,0,0
"Jul 16, 06:00 am",0,0,0,7.3,0,7.3,0,0,0
"Jul 16, 07:00 am",0,0,0,8.7,0,8.7,0,0,0
"Jul 16, 08:00 am",151.631,151631,160088,13.5334,183.599,10.8,493.2,21.5,73.1
"Jul 16, 09:00 am",538.331,538331,559308,31.5771,652.625,13.8,794.6,34.6,273.7
"Jul 16, 10:00 am",578.073,578073,600686,42.3871,739.011,17.3,896.4,39.9,457.1
"Jul 16, 11:00 am",574.763,574763,597237,37.9586,729.228,21.1,943.1,42.6,596.8
"Jul 16, 12:00 pm",549.022,549022,570432,40.598,707.408,23.2,964,44,678.9
"Jul 16, 01:00 pm",541.479,541479,562583,41.3098,700.375,24.9,967.8,44.4,696.7
"Jul 16, 02:00 pm",553.884,553884,575493,42.1938,716.832,26.1,956.1,43.7,648.4
"Jul 16, 03:00 pm",576.528,576528,599076,41.629,739.108,25.6,924.3,41.9,538.1
"Jul 16, 04:00 pm",568.711,568711,590932,39.8027,715.549,24.6,857.3,38.2,375.8
"Jul 16, 05:00 pm",350.249,350249,364372,32.1779,427.292,23.2,698.3,30.6,179.3
"Jul 16, 06:00 pm",0,0,0,20.282,4.89355,20.3,99.5,2.1,2.7
"Jul 16, 07:00 pm",0,0,0,17.8,0,17.8,0,0,0
"Jul 16, 08:00 pm",0,0,0,15.8,0,15.8,0,0,0
"Jul 16, 09:00 pm",0,0,0,14.6,0,14.6,0,0,0
"Jul 16, 10:00 pm",0,0,0,14,0,14,0,0,0
"Jul 16, 11:00 pm",0,0,0,14,0,14,0,0,0
"Jul 17, 12:00 am",0,0,0,12.7,0,12.7,0,0,0
"Jul 17, 01:00 am",0,0,0,12.6,0,12.6,0,0,0
"Jul 17, 02:00 am",0,0,0,12.4,0,12.4,0,0,0
"Jul 17, 03:00 am",0,0,0,12.2,0,12.2,0,0,0
"Jul 17, 04:00 am",0,0,0,11.9,0,11.9,0,0,0
"Jul 17, 05:00 am",0,0,0,11.5,0,11.5,0,0,0
"Jul 17, 06:00 am",0,0,0,10.8,0,10.8,0,0,0
"Jul 17, 07:00 am",0,0,0,12.2,0,12.2,0,0,0
"Jul 17, 08:00 am",153.276,153276,161774,17.3428,188.037,14.2,481.7,22.2,73.2
"Jul 17, 09:00 am",529.012,529012,549614,35.4773,650.972,17.2,785.6,36.2,273.6
"Jul 17, 10:00 am",579.822,579822,602508,41.1353,737.706,20.6,889,42.1,457.6
"Jul 17, 11:00 am",570.212,570212,592496,40.1964,729.894,24.3,937.2,45.3,597.8
"Jul 17, 12:00 pm",545.001,545001,566247,42.9821,708.958,25.6,958.6,47,680.4
"Jul 17, 01:00 pm",537.349,537349,558286,43.5981,701.452,27.2,961.8,47.4,697.8
"Jul 17, 02:00 pm",548.739,548739,570138,44.5175,716.859,28.3,948.9,46.6,648.9
"Jul 17, 03:00 pm",569.772,569772,592038,43.8909,737.126,27.5,915.6,44.4,538
"Jul 17, 04:00 pm",560.435,560435,582314,41.9536,711.211,26.2,846.3,40.2,375.3
"Jul 17, 05:00 pm",345.888,345888,359869,34.0632,424.963,24.4,684.2,31.9,178.9
"Jul 17, 06:00 pm",0,0,0,22.4721,5.08144,22.7,83.6,2.6,3.3
"Jul 17, 07:00 pm",0,0,0,20,0,20,0,0,0
"Jul 17, 08:00 pm",0,0,0,17.7,0,17.7,0,0,0
"Jul 17, 09:00 pm",0,0,0,16.2,0,16.2,0,0,0
"Jul 17, 10:00 pm",0,0,0,15.4,0,15.4,0,0,0
"Jul 17, 11:00 pm",0,0,0,15.1,0,15.1,0,0,0
"Jul 18, 12:00 am",0,0,0,11.8,0,11.8,0,0,0
"Jul 18, 01:00 am",0,0,0,11.2,0,11.2,0,0,0
"Jul 18, 02:00 am",0,0,0,10.5,0,10.5,0,0,0
"Jul 18, 03:00 am",0,0,0,10,0,10,0,0,0
"Jul 18, 04:00 am",0,0,0,9.3,0,9.3,0,0,0
"Jul 18, 05:00 am",0,0,0,8.6,0,8.6,0,0,0
"Jul 18, 06:00 am",0,0,0,7.4,0,7.4,0,0,0
"Jul 18, 07:00 am",0,0,0,8.9,0,8.9,0,0,0
"Jul 18, 08:00 am",151.408,151408,159860,14.0896,183.477,11.1,457,22.7,71.7
"Jul 18, 09:00 am",523.272,523272,543646,32.2737,636.091,14,760.2,37.2,268.2
"Jul 18, 10:00 am",572.724,572724,595112,39.0508,722.832,17.4,865.4,43.4,449.2
"Jul 18, 11:00 am",565.568,565568,587659,37.4128,716.232,21.2,913.5,46.7,587.2
"Jul 18, 12:00 pm",543.551,543551,564738,39.0601,696.352,22.5,934.9,48.5,668.3
"Jul 18, 01:00 pm",535.549,535549,556414,40.0922,689.603,24.1,939,48.9,686
"Jul 18, 02:00 pm",546.187,546187,567482,41.3311,704.684,25.2,926.6,48,638.3
"Jul 18, 03:00 pm",564.786,564786,586844,41.4239,723.69,25,893.4,45.7,529.3
"Jul 18, 04:00 pm",551.967,551967,573498,40.4363,696.387,24.4,823.3,41.3,369.1
"Jul 18, 05:00 pm",340.525,340525,354334,33.0659,416.745,23.2,660.9,32.7,175.9
"Jul 18, 06:00 pm",0,0,0,20.4741,5.22535,20.7,67.2,3.2,3.8
"Jul 18, 07:00 pm",0,0,0,18.6,0,18.6,0,0,0
"Jul 18, 08:00 pm",0,0,0,16.8,0,16.8,0,0,0
"Jul 18, 09:00 pm",0,0,0,15.7,0,15.7,0,0,0
"Jul 18, 10:00 pm",0,0,0,15.2,0,15.2,0,0,0
"Jul 18, 11:00 pm",0,0,0,15.3,0,15.3,0,0,0
"Jul 19, 12:00 am",0,0,0,15.1,0,15.1,0,0,0
"Jul 19, 01:00 am",0,0,0,15.2,0,15.2,0,0,0
"Jul 19, 02:00 am",0,0,0,15.3,0,15.3,0,0,0
"Jul 19, 03:00 am",0,0,0,15.3,0,15.3,0,0,0
"Jul 19, 04:00 am",0,0,0,15.1,0,15.1,0,0,0
"Jul 19, 05:00 am",0,0,0,15,0,15,0,0,0
"Jul 19, 06:00 am",0,0,0,13.8,0,13.8,0,0,0
"Jul 19, 07:00 am",0,0,0,14.7,0,14.7,0,0,0
"Jul 19, 08:00 am",147.901,147901,156267,19.1215,182.395,16.3,445.4,23.2,71.6
"Jul 19, 09:00 am",94.4526,94452.6,101573,20.4578,117.931,18.4,9.2,125.8,128.6
"Jul 19, 10:00 am",569.1,569100,591338,39.5935,719.883,21,857,44.9,448.6
"Jul 19, 11:00 am",191.992,191992,201471,29.681,245.148,23.9,76.9,211.2,256.9
"Jul 19, 12:00 pm",241.898,241898,252733,29.9136,310.603,24,106.2,239.7,310.3
"Jul 19, 01:00 pm",256.872,256872,268133,31.274,332.838,24.8,119.9,250.9,332.5
"Jul 19, 02:00 pm",233.518,233518,244119,30.8144,299.675,25,101.9,234.5,299.7
"Jul 19, 03:00 pm",169.484,169484,178386,27.7143,214.567,23.8,62.6,195.4,229.5
"Jul 19, 04:00 pm",561.757,561757,583690,36.5372,698.197,22.2,821.4,42.6,371.3
"Jul 19, 05:00 pm",347.835,347835,361880,29.7471,420.212,20,659.2,33.5,177.8
"Jul 19, 06:00 pm",0,0,0,17.0595,5.83251,17.1,64,3.8,4.5
"Jul 19, 07:00 pm",0,0,0,14,0,14,0,0,0
"Jul 19, 08:00 pm",0,0,0,11.4,0,11.4,0,0,0
"Jul 19, 09:00 pm",0,0,0,9.5,0,9.5,0,0,0
"Jul 19, 10:00 pm",0,0,0,8.3,0,8.3,0,0,0
"Jul 19, 11:00 pm",0,0,0,8.1,0,8.1,0,0,0
"Jul 20, 12:00 am",0,0,0,7.5,0,7.5,0,0,0
"Jul 20, 01:00 am",0,0,0,7,0,7,0,0,0
"Jul 20, 02:00 am",0,0,0,6.4,0,6.4,0,0,0
"Jul 20, 03:00 am",0,0,0,5.9,0,5.9,0,0,0
"Jul 20, 04:00 am",0,0,0,5.4,0,5.4,0,0,0
"Jul 20, 05:00 am",0,0,0,4.8,0,4.8,0,0,0
"Jul 20, 06:00 am",0,0,0,2.9,0,2.9,0,0,0
"Jul 20, 07:00 am",0,0,0,4,0,4,0,0,0
"Jul 20, 08:00 am",160.766,160766,169450,8.59705,190.111,5.7,464.7,23.7,74.8
"Jul 20, 09:00 am",105.335,105335,112700,10.8052,126.294,8.5,12.6,130.9,134.8
"Jul 20, 10:00 am",596.56,596560,619957,33.2385,736.541,11.8,875.6,45.3,459.5
"Jul 20, 11:00 am",587.095,587095,610089,33.1873,731.82,15.4,926.1,48.9,600.7
"Jul 20, 12:00 pm",569.338,569338,591586,33.132,713.189,15.8,949.4,50.8,684.6
"Jul 20, 01:00 pm",562.661,562661,584632,33.6924,707.078,17.3,955.1,50.9,703.5
"Jul 20, 02:00 pm",575.256,575256,597751,34.6392,723.462,18.4,944.8,49.7,656
"Jul 20, 03:00 pm",594.19,594190,617485,35.2526,743.678,19,913.5,46.9,545.7
"Jul 20, 04:00 pm",582.811,582811,605624,34.5755,719.104,18.8,846.7,42.2,382.9
"Jul 20, 05:00 pm",366.873,366873,381543,27.8362,439.79,18,689.3,33.3,185.5
"Jul 20, 06:00 pm",0,0,0,15.2778,7.66918,15.4,86.7,4.4,5.5
"Jul 20, 07:00 pm",0,0,0,13.5,0,13.5,0,0,0
"Jul 20, 08:00 pm",0,0,0,12.1,0,12.1,0,0,0
"Jul 20, 09:00 pm",0,0,0,10.9,0,10.9,0,0,0
"Jul 20, 10:00 pm",0,0,0,10.4,0,10.4,0,0,0
"Jul 20, 11:00 pm",0,0,0,10.5,0,10.5,0,0,0
"Jul 21, 12:00 am",0,0,0,10.2,0,10.2,0,0,0
"Jul 21, 01:00 am",0,0,0,10.2,0,10.2,0,0,0
"Jul 21, 02:00 am",0,0,0,10,0,10,0,0,0
"Jul 21, 03:00 am",0,0,0,9.9,0,9.9,0,0,0
"Jul 21, 04:00 am",0,0,0,9.7,0,9.7,0,0,0
"Jul 21, 05:00 am",0,0,0,9.4,0,9.4,0,0,0
"Jul 21, 06:00 am",0,0,0,9.4,0,9.4,0,0,0
"Jul 21, 07:00 am",0,0,0,10.1,0,10.1,0,0,0
"Jul 21, 08:00 am",167.586,167586,176440,14.6533,201.403,11.5,521.5,22.7,80.9
"Jul 21, 09:00 am",566.059,566059,588171,30.3424,683.295,13.7,813.4,36,287.4
"Jul 21, 10:00 am",610.272,610272,634259,36.862,764.229,16.3,915.1,41.3,476
"Jul 21, 11:00 am",597.984,597984,621442,36.4891,755.079,19.3,962.5,44,619.8
"Jul 21, 12:00 pm",580.842,580842,603572,35.4661,734.299,18.9,984.9,45.2,705.2
"Jul 21, 01:00 pm",574.145,574145,596593,35.8099,727.556,19.6,989.3,45.6,723.9
"Jul 21, 02:00 pm",587.812,587812,610836,36.3524,744.323,19.8,978.6,44.8,675.3
"Jul 21, 03:00 pm",611.694,611694,635743,35.7038,767.143,18.6,948.3,42.8,562.9
"Jul 21, 04:00 pm",607.141,607141,630993,33.6496,746.704,16.9,884.8,39.1,397.1
"Jul 21, 05:00 pm",391.894,391894,407409,25.6339,465.68,14.7,734.5,31.5,195.2
"Jul 21, 06:00 pm",0,0,0,11.9866,10.1699,11.8,119.7,4.9,6.7
"Jul 21, 07:00 pm",0,0,0,9,0,9,0,0,0
"Jul 21, 08:00 pm",0,0,0,6.6,0,6.6,0,0,0
"Jul 21, 09:00 pm",0,0,0,4.8,0,4.8,0,0,0
"Jul 21, 10:00 pm",0,0,0,3.5,0,3.5,0,0,0
"Jul 21, 11:00 pm",0,0,0,3.5,0,3.5,0,0,0
"Jul 22, 12:00 am",0,0,0,2.5,0,2.5,0,0,0
"Jul 22, 01:00 am",0,0,0,2.3,0,2.3,0,0,0
"Jul 22, 02:00 am",0,0,0,2.1,0,2.1,0,0,0
"Jul 22, 03:00 am",0,0,0,2,0,2,0,0,0
"Jul 22, 04:00 am",0,0,0,1.9,0,1.9,0,0,0
"Jul 22, 05:00 am",0,0,0,1.7,0,1.7,0,0,0
"Jul 22, 06:00 am",0,0,0,2.8,0,2.8,0,0,0
"Jul 22, 07:00 am",0,0,0,4.1,0,4.1,0,0,0
"Jul 22, 08:00 am",178.339,178339,187466,9.10014,209.41,6.1,540.6,23,84.2
